用户ID,用户名,用户评论数,注册时间,用户平均评分
lZJstvXz-zYxIIHg6KgzCQ,Michael,183,2013-07-30 17:49:45,3.15
zvQ7B3KZuFOX7pYLsOxhpA,Ramona,2482,2011-07-27 00:58:22,3.75
ZOmHHLEYTXxxs3nWJhKoaA,Stacey,302,2009-12-27 22:10:46,3.73
dDsI6CMFIrBHJ68b8KZNCA,Richard,527,2009-01-29 18:45:14,3.7
VDwOwhrNZE5Ard-91TH-wA,Susan,56,2010-07-20 21:34:27,4.04
x-LrGPXN7WFX15Qk9B6_YQ,Lindsay,220,2011-06-26 20:31:01,4.11
3mNz5nQFTIBQm0oU5mBR0w,Michelangelo,3004,2010-07-07 00:38:05,4.43
bu-m8xC4EUNdTLspx37D3w,Christina,123,2011-05-23 00:29:50,4.13
7Oe6ikklTjVBbEFw9emLcA,Terri,1186,2010-07-30 02:45:36,4.39
nmdkHL2JKFx55T3nq5VziA,Nijole,8363,2011-11-29 15:50:53,3.75
Wq7cs2PhKsLBwoGgg1FnCA,Katherine,166,2007-08-23 04:35:35,3.63
NNgQ8fV5ARQgHw-Ob7l50A,Brad,1114,2008-10-11 00:56:56,4.04
HDbBsdnvPXDCDdWFYWEMkA,Danielle,58,2009-10-29 13:35:34,4.22
Jd17L6-fmSZzzF-0Fhjhxg,Carolen,1616,2006-11-30 06:27:03,3.24
ibO3x7W0znfQ-Jmq5IP0Bw,Jeff,117,2010-01-31 16:59:06,3.44
fpiirm8MU_hSJBjHpbtIUA,Ernie,465,2007-12-24 20:45:17,3.73
Up01JEJT09-gYC2QixklZQ,Sarah,138,2011-01-02 23:04:13,4.41
J4HSWXSi657cWvGTIejlNA,jenny,37,2008-07-21 03:41:58,3.71
P_BFaQP0rlHpEq9-CZbyCQ,Meredith,119,2009-02-22 21:55:12,3.76
cSKLV3CudAbHGW5GOHoRJQ,Greg,476,2011-01-30 03:55:17,3.51
pI44KNBxtO_BeYM8KVx9BQ,Liz,478,2007-04-26 21:29:37,3.41
o8h4yOIbvHRF1k5IRhz2kw,Jen,265,2008-12-26 05:19:46,4.22
2BZSt66JP1QzbxFc51_f2w,Rahel,194,2008-04-01 19:11:33,3.99
eSlOI3GhroEtcbaD_nFXJQ,Jason,3186,2011-05-28 21:42:38,3.62
t-nB38eHbeFuabXBdJMwvg,Katharine,482,2008-06-13 14:48:51,4.07
vr-Rw3nMKIgGrVNT6A7p9g,Jamie,554,2008-03-06 15:18:14,4.07
OSbuXWZqW4iouNTKibaw6w,Cara,185,2008-01-29 16:36:53,3.51
aKY4eFOJeCaXnw1jGPozTw,Sandra,1553,2011-05-03 04:17:16,4.05
2LfozZiejXfQHcS52-Fv5w,Nicey,361,2009-12-03 15:17:15,3.61
WlgB9SAzYAyHEAlawc27xg,Anjali,188,2008-04-14 21:29:01,3.67
iJQtNnEcrxdpaD132v26nQ,Danah,422,2007-04-09 22:38:24,4.18
vimEpZnvi38O0Vz5uaNj4g,Christy,565,2011-07-25 15:05:55,3.98
T46BA9GqSKY2BkkKbqamVg,Lisa,234,2009-03-12 03:10:10,3.31
8wQIoFapkegkC5fcVYg_Iw,Jamie,1148,2009-05-31 17:22:28,3.68
avXvMybPionb-Kt_MX5Grg,Lo,208,2009-02-10 18:23:21,3.71
rZfbZIyYve4a92-IrXPo5g,Christine,77,2008-01-04 22:32:31,4.01
5ihnq137aoYrZ-nYyElmKg,Brian,24,2011-04-16 17:43:47,3.96
Phta7D0IREvoW-XQTp9PLQ,Marc,169,2009-01-30 20:25:17,3.96
wTdEJv1VYUdlZ0_fS_vT5A,Paulina,90,2010-04-10 20:06:23,4.06
qpFCY_wj8_G-HOV8MxIaHw,Paul,91,2010-02-17 21:20:24,3.53
kgKl_TSwiCJ3iX-g2VP0MQ,Gerald,1504,2010-06-19 17:22:02,3.92
nPXVprOV3ioobtAc_s7-CA,Brian,511,2009-06-29 01:58:54,4.11
JapsODq2leyIn5JTgjOvkQ,Srini,503,2006-03-25 16:10:58,3.62
4UPqs_cq5ov3mf6xqRAdqA,Thom,58,2010-08-28 14:12:33,3.79
1T6HR7ezF-pMod0LWNL8tg,Kimmy,71,2009-01-20 23:47:10,3.98
plaAwbdAV_kua1K2ztZHVw,Lauren,111,2007-08-13 10:54:31,3.78
JUT0U3HTSB3kz9Wh7N0GqA,Corey,865,2010-06-14 19:06:47,4.07
lDKbTlZqjIn2gn490gU2HQ,Eva,1326,2012-08-14 23:48:40,3.99
fLDGqfH_QJE5TN2ajHzNjA,Bridgette,176,2011-04-03 17:53:31,4.48
1sMZdqmCa_X2Lf_x6XOCFw,Patrick,858,2010-02-23 23:00:14,3.87
qVWA653mQL6J1teshUljMQ,Eileen,202,2008-11-07 23:40:34,3.46
bYENop4BuQepBjM1-BI3fA,Steven,1562,2010-08-08 15:05:23,3.92
xOr3cP1xO2qC4lx2E9jnBg,Robert,281,2009-02-12 00:49:04,3.66
1_RvWzeD5Pd3Sc9_DmsCtA,Jeremy,19,2009-11-20 01:31:46,3.45
z9sL9d4kfAiQeGJ1dGmBng,Allison,381,2010-11-06 21:46:59,3.87
XQk-XZKwNim2fsc8_LHksA,Blake,176,2009-02-15 23:22:31,4.18
anNnpsq6qO34hYHqFS6Onw,Crystal,139,2009-05-28 19:45:41,3.87
1p8Pu1pvAsuNtuZDtn2OkQ,Paul,718,2010-09-26 03:29:21,3.44
_PogIvICTS-uaZLXLX-OnQ,Nicole,572,2010-12-13 03:42:19,4.38
2P4crOrfs2ZbAoizhWt9eA,Kelley,77,2010-06-16 00:40:43,4.23
TLpnu9BZNLTuB1ngxjnIpA,Michael,734,2008-02-22 02:04:44,3.46
gfWTee4CnQF-shBgAsvI9g,Pooh,148,2007-03-28 19:00:35,3.3
1bjo-xG3tKF5rQjRx5zW4Q,Von,367,2011-02-26 23:39:44,3.98
6KxHt1BnwkhMDGJZkEUW-Q,Jennifer,101,2008-08-04 16:58:35,3.05
hWDybu_KvYLSdEFzGrniTw,Bruce,16567,2009-03-08 21:47:44,3.67
AvC5XQAElcGAAn_Wr5auEg,Benjamin,1128,2009-12-30 15:20:09,4.13
U4INQZOPSUaj8hMjLlZ3KA,Michael,5061,2008-01-31 02:55:30,3.94
rSIuKMvWfvdKiJjO5YLC8w,Ava,139,2009-05-27 04:06:54,3.66
3mfsaxkuiLRdGNnoPAnKLQ,Perrey,150,2010-08-05 18:36:21,3.69
ZCVEZmTB_StK-UXA3WPVlQ,Zanna,523,2008-01-10 14:09:37,3.56
2iS1vg5TYpV_iEiNC8osTg,Peter,1672,2009-04-13 15:21:41,3.47
ItvyYPGXWNhhbYJqyADp7A,Danielle,292,2008-05-06 00:33:44,3.58
YbCkQ5z_hD2OdsIPllaJTA,Jennifer,108,2008-03-26 03:31:52,3.5
U9R5bmRb_RcgZHVOX7vvMw,Elena,214,2011-06-22 02:12:20,3.88
_BHTC7nyCBoZcfiiD5cOXg,Gourmet,2098,2005-06-19 13:08:03,3.96
8JaJl5ZRMT4o2q10DVIZGg,Kim-Thao,199,2011-07-12 07:36:02,4.11
-B-QEUESGWHPE_889WJaeg,Mark,1014,2009-05-31 06:02:42,3.41
7uHfPgiMyD7FDDES8_HLlQ,Holly,112,2008-08-27 12:49:38,3.62
60RKNAZwY5EUooJf624aKw,Sarah,929,2010-02-01 18:42:17,4.02
_8Q_TBpMw8BPGRJKxAal8Q,Tom,47,2008-06-13 20:18:43,4.16
tkd5rFOzrDadgveW2WaxYQ,Jack,61,2009-10-09 04:07:11,3.73
tLOiTDp9GttYK_lsKJ1z1g,Bill,341,2011-04-27 23:10:03,4.26
0FMte0z-repSVWSJ_BaQTg,Roger,851,2011-08-09 19:10:35,3.63
5R3m-2idPFpYq0oRwCK0TQ,Krystle,286,2010-05-09 23:21:16,4.07
xzWwfb0iVk4w8u1laXmuSg,Amy,1869,2010-07-04 03:48:17,3.8
UXbCcmkYGl3DH_Py5UOtbQ,Toni,2704,2007-10-04 05:06:32,4.17
UXTsDU3DJLW380wgcExy-Q,Melissa,176,2008-11-05 20:32:54,3.12
Am_G2m0pwVrEg9AoUp5tow,Gia,630,2012-06-05 16:49:09,3.87
z67oNAZR_uHG84k3Dntckg,Laura,347,2010-11-23 03:14:25,3.96
qumjKpb34tsSJ26Y2aaTPg,Cheryl,489,2011-02-28 18:05:01,4.03
lAW03ccfMEuRZiDqvVgc0w,Kristin,1578,2011-06-03 03:06:54,4.03
NPoMCxJOTIkH71nuR5flRQ,Wellington,760,2008-11-07 23:33:53,3.77
AE8nHSRPFlB4nh7CP8PlGQ,Tiffany,1226,2008-02-15 06:35:50,3.89
hc3nM3DuYULcfXmZ2cG04g,Joshua,99,2009-05-23 04:15:55,4.19
IvZuFboAtE4nOmE8Ds-MAA,Ben,102,2009-08-03 17:08:01,3.62
g7pK3HSnO8VRueIn5zUt9w,Thu,231,2010-09-16 04:18:28,3.72
Mh5HtmJeW7LglS7q8C8YYA,Margaret,222,2009-05-23 17:44:56,4.07
_vN1zUgCxvfVFabQJw5JvA,Michael,71,2006-03-01 01:09:31,3.81
9v83UksZrkThOiE584GRBQ,Oulie,1176,2010-11-15 00:40:46,4.14
dQ9-MQF4oQhAOrbIhWpz8Q,Teresa,259,2009-06-10 14:58:57,3.2
I8N37VokHEmZhYxrT5SfYg,Todd,43,2008-06-07 00:40:43,4.0
FuTJWFYm4UKqewaosss1KA,Roger,269,2012-03-16 02:20:55,4.08
wnrHhjDpQk5uLUK7Iku75A,Lauren,321,2009-10-29 05:07:04,3.98
GJv1yf_IhUZqpDjFr86DmA,Jessica,326,2010-07-11 14:24:17,4.01
VB2FbK8dq9Poz-ZPGXgmeg,ED,917,2008-12-28 22:10:36,3.44
0C65lVj_ujVYDs7b2yYBAA,David,1076,2009-02-24 00:04:46,4.11
b6WRBVDieqwei4wC1rOsnA,Ricky,222,2008-11-27 05:47:58,3.83
6I042PLRiYub7RvufcqjZQ,Wing,378,2009-11-28 23:32:05,3.89
8qtsJtmefjJZIFM6_Ksd7A,Shanna,1159,2006-04-08 18:59:53,3.65
H5d_nFqzwrREE-YduK2ABg,Julie,1221,2007-02-28 01:37:16,4.2
37cpUoM8hlkSQfReIEBd-Q,Mike,1882,2009-04-25 14:54:26,4.39
DqUPwUqc83KWYe8BKXnP0A,Erin,75,2012-03-21 18:42:43,3.49
NqBYt9pw7kNoytFQ9ATS-w,Jessie,1160,2012-02-13 17:58:30,4.08
6FasnS3e53f3fW_zwVv-sw,Ako,589,2009-02-19 20:05:09,3.96
eWu1xPt52B-yMZmIyBIUsw,Jeremy,285,2011-04-11 02:46:16,3.9
L27OShvycGmVOkAxD1h86A,Nickie,1189,2008-01-11 23:22:21,3.86
QjslceHUb2_JitdU-eFKZA,Alex,47,2010-07-19 21:25:51,4.19
qs6QRxXFhArixHs6M-65vQ,Mariah,135,2012-04-04 19:28:16,3.82
S9vtNMvKK3B8V6dWaiS0Mg,Sarah,456,2011-07-20 14:14:06,3.66
mwRBFkkoJwJ6EyPSXL8LtQ,Jen,232,2008-04-13 18:27:04,3.43
I0ezkVvCcBnavJf2soWHjA,Kathleen,383,2011-03-03 10:04:41,3.97
_cdKam8UxhoPni6YwP1LQw,Sandy,151,2011-06-04 15:13:26,4.21
iEQHAu1sJIkjAgaB0eh1JQ,Megan,366,2008-05-27 20:25:32,3.85
JuCgoHYJww70wX9M8ndKnQ,Sara,357,2009-12-22 18:09:36,4.04
riWDgbauId8TK7YFVgMNJw,Rene,810,2006-06-01 14:56:22,3.4
1DPqAfdderptd1l60drkQA,Jean-Paul,306,2008-08-25 13:01:43,3.66
2mehWDiaP-8CcZRtLGlYIA,Mandie,815,2011-01-07 03:37:57,4.31
M0AnYyp5EBMryhTNHR8oqQ,Sara,492,2008-07-02 18:59:37,4.02
AcGBRI0xZCuQ1Z85zFVLWw,Mia,319,2007-07-13 15:06:54,3.21
s7cUp9ma9h9FYN-fa0FtgA,Mary,483,2010-05-05 20:29:13,4.31
rjD5JDrDndu0vZvUhnnA7g,Jon,237,2007-01-06 23:29:34,3.66
Y8I9X-VwHKb6ZjzJAiUTEg,Carie,103,2011-07-22 15:19:48,3.79
3x7Zrwu8ugUjCpU6AbJDEw,TootTootTootsie,288,2005-11-05 12:44:25,3.98
EbzIOck2feoZrGxRjyPDyw,Vichet,308,2009-08-28 19:49:29,3.75
nLw0QGZIs-nJYoXOEx6P9A,Victoria,79,2008-11-14 18:44:17,3.4
B-s-8VUnuBjGTP3d01jsyw,Allie,2505,2008-02-20 23:52:48,3.74
LkXNQQaIc5yrKu9Ap87RrA,Robert,1042,2009-02-18 00:03:44,4.12
aLaa6eLX7cWg25MDAIms8Q,April,55,2009-08-18 22:06:39,3.47
s1v2YfnoCs0fXD7EdbmN3A,Margaret,15,2012-03-01 21:12:57,3.26
AQxmbuDiToMv2WYtq4Mfdw,Les,785,2008-03-12 16:50:35,3.74
Hn8O2RQijYIVLFNF5VPWTA,Ali,499,2008-12-02 19:15:46,3.56
5Y5KbsI5buMcNh2hTFaRpA,Marcia,798,2010-01-10 08:11:28,3.93
SlH3DCXVxltSCo8gt9p2iQ,C,267,2010-06-05 03:26:39,4.05
if-6FnW2g8Y47PWQCismFQ,Marcello,123,2010-08-26 01:16:12,4.27
S1bcv4QpwW7Ysy0T9edlOQ,Kaitlin,267,2010-01-15 20:44:09,3.78
2CCJdupLxjqxthneSuuScQ,Lord,182,2010-10-15 19:18:25,4.4
cP86_UM0ZL3s5yTmC0R0zQ,James,121,2008-01-22 16:48:15,3.65
_YBX0Fy9pI0ktOQ9RtFhAg,Cristy,371,2011-03-01 14:49:35,3.81
2dyfZNhtyuHdestczTgWjQ,Lou,297,2009-06-12 20:57:11,3.35
Dzuc8jWCQit4MoBMOrEpYQ,Danny,326,2009-01-03 08:34:23,4.02
u-yx9X8hvo13y0OVpHT_Cg,Tamika,211,2011-07-17 00:18:28,4.01
Hz2pySgap66sbNQutKpojQ,Rebecca,36,2011-01-28 21:40:54,3.97
rRpZlyWw7eKKwIs6worKsA,Alice,39,2010-10-07 16:30:17,3.23
uxOjXmWuuEuHmF6rXFZfSw,Erin,197,2008-07-01 16:33:47,3.36
DsSTEHDUdXQsk7tknLtQSw,J,122,2007-12-31 21:24:55,3.28
qu8CAL1egblZ38yPBkfD_A,Jamaica,336,2007-02-16 18:07:37,3.84
U13tLFucJNz1fNv_Xgdj0g,Mel,2225,2005-07-18 05:39:57,4.23
rS4OEY7fWDZG_JuJjR9HWg,Michelle,174,2009-12-14 05:58:26,3.62
lsa1N-zVD6M_ycRvqXWm-A,Emily,26,2007-12-08 23:05:12,3.92
SNuH-Of0BcEEuI_4KMJlWw,Jill,87,2011-01-08 22:32:21,4.34
Y_2jMUKz6pvJ0JSWG3u10A,Tina,724,2009-11-08 22:02:35,3.91
hihhX5yqyDRgKdZW9OTZdA,Stephanie,83,2010-09-16 20:13:06,4.07
QKhJkTpDuwnR6TozGT1eqg,Chris,763,2008-10-01 19:41:00,3.6
gOAvWocRyGbKvUaitVy8fQ,Xando,375,2009-11-18 02:41:22,4.5
vbEf26yXYP0WBsveEXWIlw,Matt,490,2010-08-27 14:01:55,3.71
GFyA9ULGAeD-xZEPto2y7A,Helina,1645,2011-01-17 22:05:39,4.02
vcApLzyIESjaK_r8TTVebA,Elisabeth,134,2010-07-18 23:01:15,3.44
pCkb46E5BULDmd2u2_jU1g,Meghan,128,2010-01-13 19:07:13,4.34
byZ9gMy-Qrr5WID_ezjqcQ,Taylor,66,2011-01-09 02:14:57,3.54
Y4EjztIbIWmzHoYJdr4L6A,Chris,47,2007-07-06 13:57:53,3.98
enjoFRO-o_uEGx8KetVu4g,Jay,100,2006-07-09 21:56:38,4.05
D1cD5X3un9R6rfTwjXGL5g,Sam,690,2008-04-29 05:59:29,3.67
VFRIv3-_Og34wZyy-LigQQ,Jess,479,2010-03-11 21:49:31,3.37
ivW0Vad81qJ8SIgqJ8p1Mw,Melissa,1970,2011-10-15 23:23:13,4.03
Vd5ZQKvhdXS3WgECV78_hQ,Jay,739,2009-05-05 08:43:30,3.88
p7OZx3RIeJPxSM4hP6wqEA,Tyler,773,2011-01-20 19:13:07,3.84
RdJ7Ykelg8w4y5FTmxjT8g,Kelly,304,2007-06-11 19:46:58,3.93
gV8M56h3EmiKz-wClg_P-w,Jason,68,2012-05-20 07:55:42,3.52
I30Q5xP79wRuEWJyfiiarw,K.,255,2010-02-01 18:50:52,3.62
k9Mvnw4aglONCaS5cBKQnw,Annette,49,2011-01-14 18:39:38,4.6
wEldYiMRs04ykBXBmDXdBw,Kara,21,2008-06-27 18:20:18,4.52
rR22oLmJRBHqh6ONHIl3Aw,Wen-fai,176,2010-01-03 06:20:24,3.87
QQtoHnP0cP7nzNnUob_1CQ,Doug,753,2009-11-16 14:01:45,3.31
TzUbr6BiQwR1bNfVOuE4GQ,Sarah,137,2011-01-23 23:26:10,4.05
pSUp9rQHnNHzzYHMMd_mVQ,Glo,223,2010-06-10 20:55:53,4.11
rUYDeEtzj_cag8LzofKByg,Megan,105,2010-08-19 17:39:20,4.48
ZTkuKoOt2vp584A-8hDvBA,Kelly,395,2011-11-24 23:33:07,4.28
ZCJ3Hk1tGRUrf4Z1fo9cFg,Gabrielle,104,2009-06-18 23:59:29,4.02
GKZkLZkbFK7UmhLyx-7Qqg,Gale,159,2009-07-06 03:05:32,4.38
zWC1npRbmWO2bZRt2fYgfw,Amanda,227,2011-01-06 19:00:55,4.51
47oIw-CN1guUKx2_vUdsgw,Stephanie,706,2008-02-12 04:04:05,3.82
s6QghJT6IHNxV5MX8a66tw,John,937,2010-01-14 18:08:26,3.57
tWES6_T7MRybOtqNS9NcVw,Candice,281,2007-07-28 01:20:26,3.96
1hQjdoDUQwHB3kFdffMA6Q,Jill,339,2010-05-11 15:37:04,3.75
fNrHrQa2kS-SxuLiQWGxtg,Jason,133,2009-02-07 02:48:56,3.0
lWW_f3wlkab4dN0PcQxZew,Briana,152,2011-12-22 04:21:53,4.29
SgxD74-CkftmYxm2-KNKgg,Libbie,180,2010-06-06 10:07:41,4.29
HqMWEEsYIXoFhdDIX1NtrA,Stephanie,1244,2009-12-27 04:03:20,3.66
o2Or6xqxeWaE46tdzK0UGg,Lisa,2707,2010-03-13 18:28:48,3.83
S7zVbmIA1MHaTBqoZ6x8-Q,Shannon,26,2008-08-30 14:39:10,4.07
2BbbCoN0EPKbv18n_tMJeA,Catie,154,2010-01-19 02:43:21,4.27
yf2D-3A8hgM76BdTBggDiA,Jeffrey,184,2009-05-13 17:34:50,3.87
o84KZeqgy0YGLmz5I9P-pg,Krsna,514,2007-05-06 14:43:52,3.95
z02XKjGqJMONH59_lUHlTQ,Reem,393,2010-08-31 16:18:16,3.61
XiLxIJThWsE0x4d0IeSPsg,Julie,1586,2011-11-22 21:47:16,4.42
gZcxXnogU1O-gPTbqqtMYw,Chad,315,2006-08-06 00:40:00,3.73
Wshkpj8aHWuzIeca1QxWTA,Alexandra,175,2009-07-27 23:16:42,3.66
ie9VaHvAaQgjMJP3Gn-AQQ,John,188,2011-01-13 01:44:46,4.0
ou6T6K7vDEveO7BXMl1N0w,Jen,234,2008-08-18 16:46:07,3.53
CYtKqfxO78q8MN6HX2JnDg,Jamie,491,2011-01-26 11:29:11,3.88
lRvVaSIPosTTbOYFC3HPAg,Meg,212,2008-03-27 00:07:04,3.69
TINJU5ib4OMlCL07JqYGhA,Dennis,437,2010-12-28 02:21:09,3.56
KDewJBJknfWvQyHHFNbfdg,Jon,892,2007-11-07 21:12:57,4.14
shtMJsO82eegjgtjlCZmKg,Margo,137,2011-10-21 15:03:28,3.13
YwMD-AVT67fmYRGxnlRSPA,Dan,262,2009-12-30 08:43:10,3.89
8wKZ9gJYJtTdSVWgW7Or6Q,John,1052,2008-01-18 10:26:21,3.77
w6RFOQf3tL2v6q93NYmSdQ,Seema,228,2009-04-18 16:05:44,3.23
5bJpDx4c7x9fYzdltOhfbw,Nina,263,2009-04-13 02:19:14,4.07
0MJ5sKX5uq7Ma5hbl4l3BQ,Jenn,632,2010-01-20 13:52:05,3.69
Ase_kJIYuT6yOsqqVPuWUA,Teneha,1134,2008-09-21 13:34:11,3.69
lEAs-y7lOJyvXz7QKrzjMg,Jason,66,2010-02-19 01:57:50,3.59
RpJwVBqxFOhNt58ti-Brig,Jenn H.,139,2007-09-03 23:59:33,3.91
UtpU2qK1p1rmAZpwrQK3ng,Ming-Min,145,2010-11-28 05:12:02,3.67
46Wi08T5D3phf3SMgi7U3w,Jeff,838,2011-05-14 00:25:18,4.12
jH9IrMMkIKmZxlC0fIPOWQ,Sara,41,2009-04-13 18:24:25,3.86
mzL0zHFGyd9866OUljq49g,Vinny,802,2009-09-03 14:28:54,4.06
dM62Q_7J0BetaDITIdt0Nw,Sara,98,2009-04-11 22:28:14,4.28
0CL7ncIULe96NbkFCMi6cQ,Carolyn,67,2008-12-17 00:58:57,4.38
TT4Z-tfhBkeBDBXNZLcuKQ,amy,150,2009-04-19 05:31:21,3.43
AvGJVv7Z3a0q1MJT1Ykd0w,Jim,388,2008-06-19 03:59:18,4.26
Dkb-TJFNSWl4PYR8wEcWcw,Debby,341,2010-09-18 02:52:56,4.66
mzXDuhZBPdHfMIk1YXP0mQ,Kendrah,455,2008-04-26 19:21:12,3.64
EFEBm0GcgF7aflpMoSopkA,Patricia,134,2011-03-24 19:32:50,4.23
pgQurApfbrV-rPKZKYo-Tw,Ryan,490,2007-10-19 10:52:43,3.92
ZXNwO2bY3QTYP0k_5bhG1A,Dan,1297,2007-10-10 22:07:41,3.42
G3h8pIclwUbuu3itJqF7ug,Jennie,585,2012-07-06 17:48:18,4.11
Vm0fyrUjwMTDgwqV6DhqDw,Caroline,322,2010-03-17 22:19:17,3.84
mJZLFXvW7DFxpqL1WnKYoA,Sharon,171,2008-04-03 23:01:23,3.64
d5n7YWztGkm36c2LBQ8Y_w,Kim,112,2009-07-06 05:34:52,4.31
fG-K5NglgWxHg8PNu62afg,Brandon,446,2011-10-07 17:29:07,3.55
bnVzSHI48lEHPaEzZNIqJg,Amanda,650,2007-06-08 14:30:04,3.97
fs5bpfk-2pvq2v8S1De5pQ,Jay,249,2012-01-26 11:18:30,3.87
dECgeYO8lFzdoGztGNiSxw,Carolina,84,2008-03-01 02:42:21,4.4
7mL9cvICl8fuCQTM89a-SA,Ellen,115,2008-02-27 17:34:20,4.05
AHRrG3T1gJpHvtpZ-K0G_g,Brittany,2492,2011-04-25 17:28:05,4.33
X0Bmllln5u8i37-Fo8leVg,Lisa,209,2011-06-24 13:44:10,3.81
G1ZIvqZieDSQvc9o3P9VAQ,Niki,339,2010-04-07 19:39:01,3.76
5BcHiekf8vqEka35NcoW5g,Three,122,2010-10-10 23:10:16,3.77
A-WwfPVKmbzo6uohiq-Z4A,Vince,93,2006-07-07 03:51:40,4.09
D2IUOetOVfjAkmohD_hsKg,Kamryn,415,2010-03-23 02:40:02,3.93
kA7sIBVKgWXVwWbpXsUHQg,Kelleigh,952,2011-06-23 02:26:13,4.07
zx4c7K-1eBSvEmUg7zqiZQ,Hayley,250,2009-06-01 15:56:24,3.58
qbgHrKa-Xwo8n24t9vX-rQ,John,202,2009-09-19 05:09:17,3.93
jBzITjfkC7M99oN6a5HErQ,Rick,678,2009-04-03 17:09:54,3.62
bJ_CWJ55ZLgwNvo-OAW2Og,Ruben,413,2012-03-28 05:27:49,4.15
F3lu1icxJX5A5tCw-jVpTg,Kate,750,2010-12-05 23:12:35,3.85
qunxFdBDVl0ordRJEPVNtQ,Lemonjelly,429,2007-04-06 21:36:06,3.93
lYQk0R6sPfo3WeX-l_5BuA,Christopher,1396,2009-04-19 16:18:30,3.35
suRoi6fJjOSdzBMWzaZ5sQ,Anna Marie,460,2006-04-20 20:15:17,3.79
Mc4C7fVY0sEcD-U5eOA2Og,Steven,479,2011-07-12 03:50:48,3.79
_aR5B9L1uvvRG71GMJa76g,Jen,85,2010-09-25 14:55:21,3.66
zUKeZNu4tCG56xjwWH54Vw,Bill,2877,2008-12-05 15:54:54,4.13
_5ZU2jXJbffdKb7p1RvVfQ,Will,707,2011-07-15 02:13:09,4.1
4i-EfAtUfzH1sWCoRenp7g,Leah,19,2011-01-02 18:41:28,4.1
j1981ubRRPjeRTx9UkMJ5g,Richard,480,2009-03-17 21:18:50,3.62
KXVZqQdcVpa-ZaIdrDpQPQ,Courtney,816,2011-04-08 22:17:28,4.06
MdUimpfJQHijcy1DZu-r4A,Alex,361,2009-05-21 17:50:03,3.67
y6SzYr7xpMmpobNmWaTZTQ,Jennifer,174,2008-12-28 04:59:03,3.92
N5nA0Aq_6P1lA-5MzsYWzw,Vlad,206,2009-06-22 14:25:43,3.71
yon21mgAit4FGUZVWs_yfw,Russell,242,2007-11-25 05:35:43,3.53
HW-QgyCq4DzUQCFRaYn6Fg,Walter,588,2009-03-05 16:03:31,3.6
EHjp3-183IXI-sC0yluZwg,Louie,320,2008-07-06 16:42:47,3.32
-THLGnsYKu3yQAsy_tt1fw,Brittany,947,2011-02-16 02:36:34,3.9
z9uf9-0uX5Jh8-4Y5l2PQg,Christine,844,2009-07-07 20:45:11,3.87
QOwTc4i67airni8tVXmdaA,Allison,545,2009-06-04 16:25:29,3.96
CkTvKl7q1dyr8Pq6_P8nNA,Sara,9,2012-03-28 22:31:03,4.07
NWUQCWiY0w97l2mcWq9GAQ,Nikkie,249,2010-07-11 23:40:37,3.78
EoVKoQcCVxz-wWVqCAymHA,Daniel,145,2009-01-27 23:34:44,4.03
vN2wUfNTsb6VGrd8lQVuvw,Nessa,166,2009-06-02 19:05:15,4.25
e5uY6jbGW1gifAWW2XDIog,Gracie,70,2010-03-25 13:42:43,3.92
qjkOmSEFFEeWVTtsIl0aAw,Julia,428,2006-07-10 17:45:40,4.15
LFiLbQ6rNNjHS3mWwDmKEA,Vicki,750,2011-05-11 19:34:40,3.95
mqBWACmaHflW4eh_Ofp16Q,Igor,38,2008-03-09 23:04:24,3.69
UI22qrdULOccVyWGhYDI8A,NikO,115,2011-06-15 21:26:58,3.77
8MrHNUT0QBpD5vHxn1rD2w,Steve,416,2010-10-01 22:25:56,4.0
cCeCQxErE9ToaQQBEVFuFA,Abigail,595,2009-02-25 05:37:52,3.97
dsX3MiQiTy3OVI8MKn0I4w,Andy,2046,2011-05-29 04:21:37,3.69
24n-CeWJiJMTV1cYvNmezQ,Jon,188,2009-05-08 03:37:49,3.58
CAy7UDGySy5DzsgCxktpLg,Stephen,165,2009-05-15 13:50:54,4.01
CfX4sTIFFNaRchNswqhVfg,Christopher,1405,2010-12-15 02:17:17,3.74
H13U5ac3V11fO96nEJI2WA,Charlie,52,2011-02-22 22:59:41,3.65
USrM9POHutH9QIifiYAfzQ,Lyn,71,2011-01-02 07:38:59,4.67
2Pwzml8GbxNmMc2uWRg_8Q,Joanne,103,2008-08-08 01:24:48,4.02
KcS9y8OgVe6NjOPtdMy4Yw,John,7,2010-12-03 13:33:04,4.14
_fve2DDscsVRkkJ0wb4BiA,Amy,154,2007-10-12 17:55:46,3.78
110pflSC-iEVhRjPZKxhBw,Brian,179,2011-03-17 17:58:53,3.67
50lBjqPyg0qRDzWeDlc-aQ,Larry,201,2011-01-12 19:35:17,4.09
L0yksjKsJrvY6CBGGuX70Q,Mike,80,2011-06-17 01:22:16,3.15
Wmk0OzoXBeFh3DUj4Zj9yw,Melissa,275,2011-09-01 15:36:29,4.28
MFVHPttPPtvd_7l7e1uKwQ,Closed,279,2010-09-06 18:13:47,3.8
V2OQaeZvePoGkbZ-Uye6KA,Rachel,261,2007-10-10 19:04:33,3.87
LPQBCLsfVVjZh_TbqRqGWA,Lawrence,69,2010-11-19 03:41:44,4.78
aHl-3UItyhhS9P40Nr9EaA,Monica,691,2011-03-14 01:26:57,3.71
