商家ID,店名,地址,城市,州,纬度,经度,评分,评论数,分类,营业时间
pwrqXRSyuMIb1ysh4WQKpw,400 Degrees Hot Chicken,319 Peabody St,Nashville,TN,36.1559255,-86.7735996,4.0,139,"Southern, Restaurants, Fast Food, Chicken Wings","{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '12:0-17:0'}"
saB1o6fF4ozyp0O7LyueOA,Repeal Restaurant,630 Virginia Ave,Indianapolis,IN,39.75808565,-86.1457068779,4.0,349,"Restaurants, Bars, American (New), Southern, Nightlife, Barbeque",{'Monday': '0:0-0:0'}
OrU9wTeHJSLMwyGqYg4FAA,Arch Rock,608 Anacapa St,Santa Barbara,CA,34.4193295,-119.6959723,4.0,626,"Steakhouses, Local Flavor, Nightlife, Fish & Chips, Restaurants, Seafood, Cocktail Bars, Bars","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}"
Vsbe7-4gt485ri-WQOsP2A,BACON,121 N 9th St,Boise,ID,43.616865,-116.204535,3.5,339,"Nightlife, Breakfast & Brunch, Restaurants, Food Delivery Services, Food, Bars, Cocktail Bars, Southern","{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}"
6FX09pOrazvGT9s6_nQ7CQ,Frothy Monkey,235 5th Ave N,Nashville,TN,36.164110402,-86.7809270202,4.0,988,"Breakfast & Brunch, American (New), Sandwiches, Food, Coffee & Tea, Restaurants","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
WfirX5srPxO81WfhTgQnEg,Skyway Jack's,2795 34th St S,Saint Petersburg,FL,27.7435578,-82.679839,4.0,275,"Breakfast & Brunch, Restaurants","{'Monday': '6:0-14:30', 'Tuesday': '6:0-14:30', 'Wednesday': '6:0-14:30', 'Thursday': '6:0-14:30', 'Friday': '6:0-14:30', 'Saturday': '6:0-14:30', 'Sunday': '6:0-14:30'}"
p93DgPXIrrkVhCmp-BrNlg,Vgë Café,845 B W Lancaster Ave,Bryn Mawr,PA,40.0221913819,-75.3196798307,4.0,115,"Restaurants, Vegan, Fast Food, Vegetarian, Kosher","{'Monday': '11:30-15:30', 'Tuesday': '11:30-15:30', 'Wednesday': '11:30-15:30', 'Thursday': '11:30-19:30', 'Friday': '11:30-19:30', 'Saturday': '11:30-19:30', 'Sunday': '11:30-15:30'}"
FH0MVF7kK0D76Hh4e7hXfQ,Jeannine's American Bakery Restaurant,3607 State St,Santa Barbara,CA,34.4401942,-119.7408847,4.0,575,"Food, Breakfast & Brunch, Bakeries, Restaurants, Coffee & Tea","{'Monday': '0:0-0:0', 'Wednesday': '7:30-13:30', 'Thursday': '7:30-13:30', 'Friday': '7:30-13:30', 'Saturday': '7:30-13:30', 'Sunday': '7:30-13:30'}"
tjU_hYVEFsUFJzVNqoMFiQ,Agave Restaurant,6400 Gulf Blvd,St. Pete Beach,FL,27.7352854,-82.7472304,3.0,398,"Restaurants, Mexican","{'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-0:0', 'Saturday': '13:0-2:0'}"
OAAh75gVvTZI4bjjrulxMg,Nook and Kranny Kafe,847 Valley Forge Rd,Phoenixville,PA,40.120354,-75.50218,4.5,201,"Restaurants, Coffee & Tea, Breakfast & Brunch, Food, Cafes","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
MK0OMY_u9unl8xSqjPLtMw,Seis Kitchen,"130 S Avenida Del Convento, Ste 100",Tucson,AZ,32.219762,-110.985493,4.5,661,"Street Vendors, Nightlife, Food, Bars, Food Trucks, Restaurants, Mexican, Breakfast & Brunch","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-20:0'}"
7tN8hIXdQlfc7Lf5OOyjeg,Gator's Dockside - Tampa,5840 E Fowler Ave,Tampa,FL,28.0548911,-82.3905826,3.5,158,"American (Traditional), Nightlife, Chicken Wings, Restaurants, Bars, Sports Bars, Fish & Chips","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
chHeUcGN6mSDzRvoSwtFxA,Mi Casa Restaurant,10283 Big Bend Rd,Riverview,FL,27.7905262469,-82.3393629013,3.0,303,"Nightlife, Mexican, Bars, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
Ro7opPbuSZdL1igdatdTMw,Crow and the Pitcher,267 S 19th St,Philadelphia,PA,39.9482333,-75.1726396,3.5,162,"Nightlife, Bars, Beer, Wine & Spirits, Wine Bars, French, Food, Gastropubs, Restaurants, Cocktail Bars, American (New)","{'Tuesday': '15:30-2:0', 'Wednesday': '15:30-2:0', 'Thursday': '15:30-2:0', 'Friday': '15:30-2:0', 'Saturday': '10:30-2:0', 'Sunday': '10:30-2:0'}"
F-vfI049swuwDR7HMOW1Fg,Red Habanero,8510 E 96th St,Fishers,IN,39.927974,-86.018796,3.5,198,"Mexican, New Mexican Cuisine, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
VbzoVWEPSfzaIGBq4KlVwQ,Soybean Asian Grille,4702 Limestone Rd,Wilmington,DE,39.7392170075,-75.6925452854,4.5,167,"Thai, Restaurants, Chinese, Asian Fusion","{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-21:30', 'Saturday': '16:30-21:30'}"
rK4MQ-vybY5KXI73o-0mlw,Jake's & Cooper's Wine Bar & Wine Shop,4365 Main St,Philadelphia,PA,40.025925,-75.2241818,3.5,306,"Restaurants, Cocktail Bars, Wine Bars, American (New), Pizza, Tapas Bars, Beer, Wine & Spirits, Nightlife, Food, Bars","{'Monday': '15:0-20:30', 'Tuesday': '15:0-20:30', 'Wednesday': '15:0-20:30', 'Thursday': '15:0-20:30', 'Friday': '13:0-20:30', 'Saturday': '13:0-20:30', 'Sunday': '13:0-20:0'}"
g2zwbLIqxtN9nGGuL43trg,Pizza Brain,2313 Frankford Ave,Philadelphia,PA,39.9806746,-75.1280968,4.0,575,"Restaurants, Pizza, Specialty Food, Museums, Food, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '13:0-20:0', 'Wednesday': '13:0-20:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}"
mQvRi0nm84Www71d4qOheQ,Ekta Indian Cuisine,1003 1/2 W Lancaster Ave,Bryn Mawr,PA,40.0238364666,-75.3226478981,4.0,193,"Seafood, Vegetarian, Restaurants, Indian","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
qzbbpQ14j_C0u0KtKQL7VQ,Flavors Of India,1885 S Virginia St,Reno,NV,39.5062172,-119.8039782,3.5,213,"Vegetarian, Buffets, Event Planning & Services, Caterers, Restaurants, Indian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
nTBStZYJfHGdSZJbpaBiPA,The Grill,540 Chartres St,New Orleans,LA,29.9564315,-90.064515,4.0,933,"American (New), Food, Breakfast & Brunch, American (Traditional), Restaurants, Coffee & Tea, Burgers","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-21:0'}"
YafU-Kipt3QbHbHznyqHnQ,Blaze Pizza,11669 Commercial Dr,Fishers,IN,39.958679,-86.011272,3.5,149,"Fast Food, Salad, Restaurants, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
ziMvN9iVXWQJrBtzcEONMg,Philly Pretzel Factory,1532 Sansom St,Philadelphia,PA,39.950452,-75.1670215,4.0,117,"Food, Pretzels, Hot Dogs, Bakeries, Restaurants, Local Flavor","{'Monday': '4:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}"
1CPs4fPAtlO05ky9ZOQjFA,Lager's International Ale House,3501 Veterans Memorial Blvd,Metairie,LA,30.0040799,-90.1597683,4.0,157,"American (New), Pubs, Nightlife, Restaurants, Bars, Gastropubs","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}"
y7pKM3eFDZ9eRchC6SNMsA,India Kabab & Curry,1091 S Virginia St,Reno,NV,39.5128632,-119.8069118,3.5,652,"Buffets, Indian, Restaurants, Middle Eastern, Vegan, Pakistani, Kebab","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-22:0'}"
Qx32u-8jRlbDEXCQrRT-RA,Tanuki Kyoto Japanese Cuisine,10128 109 Street NW,Edmonton,AB,53.5411894276,-113.509348603,3.5,102,"Japanese, Sushi Bars, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
1skzWN0fxGgZNRE53Y_3gw,Perennial Artisan Ales,"8125 Michigan Ave, Ste 101",Saint Louis,MO,38.545541,-90.2653434,4.0,125,"Breweries, Food","{'Wednesday': '15:0-20:0', 'Thursday': '15:0-20:0', 'Friday': '15:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-17:0'}"
EMfJpVozzk238AM51H18Dw,Meltdown,508 Dumaine St,New Orleans,LA,29.958501,-90.06163,4.5,119,"Desserts, Food, Ice Cream & Frozen Yogurt","{'Thursday': '13:0-18:0', 'Friday': '13:0-18:0', 'Saturday': '13:0-18:0', 'Sunday': '13:0-18:0'}"
q3qHHAMG8v748fe2z0EsCg,Another Broken Egg Cafe,4041 S Dale Mabry Hwy,Tampa,FL,27.905005,-82.5066844232,4.0,400,"Cafes, American (Traditional), Breakfast & Brunch, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
BPB9Tnq7peZo8MHf_egrBA,Sapporo Steak House Indianapolis,5946 E 86th St,Indianapolis,IN,39.912996,-86.066733,3.5,138,"Steakhouses, Japanese, Sushi Bars, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-21:30'}"
AFk6UXFbH-idH31KhFQVCg,8th & Roast,2108 8th Ave S,Nashville,TN,36.1317245,-86.7786921,4.5,250,"Restaurants, Coffee & Tea, Food, Cafes, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '7:0-18:0'}"
B7nlRFe3EeQwAWpUpefGHA,Provisions Coffee & Kitchen,5862 Goldview Pkwy,Wesley Chapel,FL,28.2418295018,-82.3519144186,4.5,261,"Bakeries, Coffee & Tea, Bars, Donuts, Beer Bar, Food, Bubble Tea, Restaurants, Nightlife, Breakfast & Brunch, Gluten-Free, Vegan, Cafes, Acai Bowls","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-12:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-16:0'}"
7JPbpoD_oyG0AUbRwHR75g,Solstice,2948 S Eagle Rd,Newtown,PA,40.2359554126,-74.9421377786,4.5,137,"Restaurants, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:30-21:0'}"
9xIGw5YaYLlqZ4dfnQ1kKQ,Jockamo Upper Crust Pizza,401 Market Plz,Greenwood,IN,39.6113478,-86.1096088,4.5,279,"Sandwiches, Bars, Pizza, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
W2lEjwsnCqm3SmjleJ0xlw,Front Porch & Bart's Tavern,5924 N Florida Ave,Tampa,FL,28.0012808,-82.4597828,3.5,378,"Seafood, American (Traditional), Restaurants, American (New), Sandwiches","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-0:0'}"
ekYEnQ5xKIGjdWIXwE98zg,Bent Rail Brewery,5301 Winthrop Ave,Indianapolis,IN,39.849343,-86.141152,3.5,104,"American (New), Beer Bar, Beer Gardens, Food, Breweries, Nightlife, Bars, Restaurants, Sandwiches","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '10:0-20:0'}"
DKyJMM2209QrTgclzoCUpw,Cafe Mochi,3221 S Grand Blvd,Saint Louis,MO,38.5985033,-90.2431011,4.0,470,"Japanese, Restaurants, Sushi Bars","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
zHoIBH6nIh_Hs8YkSJii5Q,The Cupcake Collection,"2917 Magazine St, Ste 102",New Orleans,LA,29.9255410053,-90.0841179653,5.0,118,"Food, Cupcakes, Bakeries, Desserts, Custom Cakes","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-14:0', 'Sunday': '11:0-16:0'}"
D1OT9vuepvXJrn5VDgm4YA,Santa Barbara Certified Farmers Market,119 E Cota St,Santa Barbara,CA,34.419744,-119.695264,4.5,113,"Food, Farmers Market, Specialty Food, Fruits & Veggies",{'Saturday': '8:30-13:0'}
S6tR7vBAg-3b9mGLB13-Ug,Fiddlehead Fern Café,4066 Russell Blvd,St Louis,MO,38.6142426192,-90.250708149,4.5,163,"Restaurants, Cafes, Breakfast & Brunch, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}"
St_OHgYAn5czLy0naZwseA,Sitar Indian Restaurant,116 21st Ave N,Nashville,TN,36.1511997,-86.8015353,4.0,324,"Food Delivery Services, Seafood, Buffets, Ethnic Food, Specialty Food, Vegetarian, Vegan, Restaurants, Food, Indian, Pakistani","{'Monday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
WYY48I1MVYSmVdd_ZQ1EOQ,Start Bar STL,1000 Spruce St,St. Louis,MO,38.623679,-90.1973066941,3.5,105,"Arts & Entertainment, Restaurants, Bars, Arcades, Pizza, Dive Bars, Nightlife","{'Thursday': '20:0-3:0', 'Friday': '20:0-3:0', 'Saturday': '14:0-3:0', 'Sunday': '15:0-23:0'}"
X7YBx8CybmIPymZ0ThCmng,Ninth Street Deli at Howards,2732 S 13th St,Saint Louis,MO,38.6005985,-90.2143307,4.5,128,"Restaurants, Sandwiches, Bars, American (New), Food, Breakfast & Brunch, Delis, Nightlife, American (Traditional)","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0'}"
vR-t8pg-ARU9Z-ssT2aRdg,Restaurant Alba,7 W King St,Malvern,PA,40.0359680009,-75.5149436058,4.0,181,"Food, Restaurants, Bars, American (New), Italian, Nightlife","{'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-20:30', 'Saturday': '17:0-20:30'}"
C5MdSiVtZKirRghyh08C0g,Bodhi Coffee,410 S 2nd St,Philadelphia,PA,39.9428633,-75.1456224,4.0,167,"Sandwiches, Breakfast & Brunch, Food, Coffee & Tea, Restaurants","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
elEQxid6rZ3tRZF1Kwkr9A,Café Milano,2707 S Virginia St,Reno,NV,39.4981987754,-119.7997622378,3.5,486,"Diners, Restaurants, Food, Cafes, American (Traditional), Soup, Breakfast & Brunch, Desserts","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
O1Cw2yzf4bCuKjbVTljqUQ,Flamestone American Grill,4009 Tampa Rd,Oldsmar,FL,28.0377657,-82.6586114,4.0,519,"American (Traditional), American (New), Cocktail Bars, Restaurants, Seafood, Breakfast & Brunch, Steakhouses, Gluten-Free, Nightlife, Bars","{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:30', 'Saturday': '16:0-22:30', 'Sunday': '11:0-21:0'}"
iC12uB5WlrarJg55hVqieg,Singha Thai Cafe,828 Gravier St,New Orleans,LA,29.9521035,-90.0720671,3.0,152,"Thai, Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '12:0-21:0'}"
jLsAwortT8sdnqFLo0moqA,True Food Kitchen,239 Mall Blvd,King Of Prussia,PA,40.0904423,-75.393654,4.0,531,"Vegetarian, American (New), Restaurants, Vegan","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '10:30-21:30', 'Sunday': '10:30-21:0'}"
DuDSt3THo7_jPkad-eZffg,Chili's,5150 E Broadway Blvd,Tucson,AZ,32.2212623,-110.8820253,2.5,183,"American (Traditional), Tex-Mex, Bars, Restaurants, Nightlife","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '11:0-22:30'}"
V2ZFBtRBMUvSUhzDpmYlnQ,Sandro's Trattoria,6601 Veterans Memorial Blvd,Metairie,LA,30.005868,-90.212311,4.0,103,"Food, Desserts, Beer, Wine & Spirits, Restaurants, Italian","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '12:0-20:0'}"
gmsVPTN-aGPl05fMgrRAfA,Bella Vino Wine Bar & Tapas,325 S Main St,St. Charles,MO,38.7790350443,-90.4826403714,4.5,261,"Tapas Bars, Bars, Italian, Food, Restaurants, Salad, Nightlife, Wine Bars, Desserts","{'Monday': '0:0-0:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
-HTra3AbYlsjx1VIlsIJbw,Green Chili,"707 Rivergate Pkwy, Ste A",Goodlettsville,TN,36.3055002,-86.7053867,4.5,207,"Indian, Restaurants","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
j2580WwGiOO7IUlY7jOyRQ,Freddy Hill Farms,1440 Sumneytown Pike,Lansdale,PA,40.236936,-75.3276893,3.5,135,"Mini Golf, Ice Cream & Frozen Yogurt, Golf, Active Life, Food","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '11:0-21:0'}"
ZYoKsoyfRuxqJPwsKtzqFQ,Rounds Bakery,"294 E Moana Ln, Ste 10",Reno,NV,39.49163,-119.792221,4.0,366,"Food, Donuts, Bakeries, Bagels","{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '7:0-14:0', 'Sunday': '8:0-14:0'}"
CFjQ7Rld0ddZFTi8Ryc5Kw,Guppy's Good Times,2 Maple St,Conshohocken,PA,40.074517,-75.309698,3.5,197,"Bars, Nightlife, American (New), Local Flavor, Tacos, Sushi Bars, Restaurants, Mexican","{'Monday': '15:0-21:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-20:0'}"
Bc3C4rM1TVZTJzKEN6REtQ,Bertha Miranda's Mexican Food Restaurant and Cantina,336 Mill St,Reno,NV,39.5254481703,-119.8071023475,4.0,443,"Mexican, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
c6fWBSm-EHVwyFszTC5Mhw,Del Frisco's Grille,"1201 Demonbreun St, Ste 104",Nashville,TN,36.154392,-86.7863151,3.5,241,"Bars, Nightlife, Restaurants, American (New), Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-20:0', 'Friday': '11:30-20:0', 'Saturday': '15:0-20:0', 'Sunday': '11:0-21:0'}"
sMjjClYrGEXcTFG66qmg8A,Thai House,109 S Main St,Columbia,IL,38.442545,-90.19959,4.5,117,"Thai, Restaurants, Noodles, Vegetarian","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}"
NRd01eXx85MPnfSz6YInvA,Fogatas Authentic Mexican Food,5560 Nolensville Pike,Nashville,TN,36.046921,-86.710699,4.0,154,"Restaurants, New Mexican Cuisine, Nightlife, Food, Mexican, Juice Bars & Smoothies, Beer, Wine & Spirits, Bars, Beer Bar, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-19:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
f4DCA9U-TigfarQSagXkLA,Greek City Cafe,3125 Commercial Way,Spring Hill,FL,28.4764510988,-82.6139315278,4.0,139,"Greek, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
p0mxscqr7BgMR-I4pGM3Kg,Legato Gelato,"1200 Villa Pl, Ste 113",Nashville,TN,36.1426916,-86.7916654,4.5,132,"Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Food, Cafes, Gelato","{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '12:0-20:0'}"
8xTHtLoNIwdpf0FEvIpQIw,By George! Pizza Pasta & Cheesesteaks,51 N 12th St,Philadelphia,PA,39.9532222415,-75.1594696319,4.0,284,"Restaurants, Italian, Pizza, Cheesesteaks","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}"
c12V0ARL6jmrmge1ZPf9WA,Ralphs Fresh Fare,100 W Carrillo St,Santa Barbara,CA,34.4199481,-119.7041816,2.0,112,"Drugstores, Shopping, Grocery, Food","{'Monday': '5:0-2:0', 'Tuesday': '5:0-2:0', 'Wednesday': '5:0-2:0', 'Thursday': '5:0-2:0', 'Friday': '5:0-2:0', 'Saturday': '5:0-2:0', 'Sunday': '5:0-2:0'}"
S1FwTmCAwv5ulu5gToWi_w,RIM Cafe,1172 S 9th St,Philadelphia,PA,39.9343869,-75.1589957,4.5,290,"Specialty Food, Food, Restaurants, Desserts, Gelato, Chocolatiers & Shops, Coffee & Tea","{'Tuesday': '13:0-23:0', 'Wednesday': '13:0-23:0', 'Thursday': '13:0-23:0', 'Friday': '13:0-23:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-22:0'}"
