用户ID,商家ID,评分,评论时间
-kLVfaJytOJY2-QdQoCcNQ,9EoNx6yHsmiCe43XscJzDA,5.0,2018-10-17 08:35:55
-kLVfaJytOJY2-QdQoCcNQ,9xCprW96TZFLajnnN-w8Pg,5.0,2018-05-10 16:02:01
-kLVfaJytOJY2-QdQoCcNQ,AAQ3g1ufbkOEuPg4JJ3YnQ,4.0,2020-06-08 19:15:45
-kLVfaJytOJY2-QdQoCcNQ,AP_sb7dETsflRNNkJinYUQ,5.0,2018-10-09 13:48:50
-kLVfaJytOJY2-QdQoCcNQ,Af6nr1cb6_HwKGUUBDvCKQ,5.0,2017-10-05 13:10:38
-kLVfaJytOJY2-QdQoCcNQ,B1OjiK9Bx5t_mIm9I6mZ-Q,4.0,2018-01-09 16:25:06
-kLVfaJytOJY2-QdQoCcNQ,B2SeIqe17wywK_a8kfrTPQ,4.0,2019-12-04 13:36:50
-kLVfaJytOJY2-QdQoCcNQ,B3tLDhsfgQIQ7T9u3K9-uw,5.0,2018-03-08 14:02:53
-kLVfaJytOJY2-QdQoCcNQ,Bii6sQO2QNinBq9vdakNBg,5.0,2019-08-02 15:45:32
-kLVfaJytOJY2-QdQoCcNQ,D2kZP7jvrWTuRzcPY6NbqA,4.0,2018-01-26 15:07:38
-kLVfaJytOJY2-QdQoCcNQ,DE7oNZUBOkAQ4zhA8tZQLg,4.0,2019-03-05 15:26:43
-kLVfaJytOJY2-QdQoCcNQ,Dkd-YyNmNwVs8PzmEaTIXQ,3.0,2017-08-31 12:51:08
-kLVfaJytOJY2-QdQoCcNQ,DsPomqfQZ44v5wD-My6dIQ,5.0,2018-10-31 10:24:22
-kLVfaJytOJY2-QdQoCcNQ,E3Qk7xTznkT0SABL2ltpHA,5.0,2018-11-30 14:13:37
-kLVfaJytOJY2-QdQoCcNQ,EUkh0Qyf_Y4-B69w_z8n6Q,4.0,2018-11-29 14:15:05
-kLVfaJytOJY2-QdQoCcNQ,EqxVp4_9Up1HNgpU2pH3WQ,4.0,2020-11-10 22:11:32
-kLVfaJytOJY2-QdQoCcNQ,EurtMI6FITq7KHmmO94pnA,5.0,2020-06-23 19:25:43
-kLVfaJytOJY2-QdQoCcNQ,FSTLTRc_7BTgv99kWSnhIw,5.0,2019-09-12 15:25:14
-kLVfaJytOJY2-QdQoCcNQ,GTEWqK6UFJasMsA3e_OAyw,5.0,2020-06-30 13:37:00
-kLVfaJytOJY2-QdQoCcNQ,H5Rk-aunuEzGANXCBu-NPQ,4.0,2019-01-22 14:30:27
-kLVfaJytOJY2-QdQoCcNQ,HDkjdWPwMX9d2G-5QYUq0Q,4.0,2017-03-06 14:43:21
-kLVfaJytOJY2-QdQoCcNQ,IjtKwA7njLjTvZr0nFSLeA,2.0,2018-04-23 14:23:28
-kLVfaJytOJY2-QdQoCcNQ,KP5OncF2jhT7_J1phHPPww,5.0,2019-10-16 15:47:22
-kLVfaJytOJY2-QdQoCcNQ,KiwskluQ7tMqZqvuf872vg,4.0,2019-05-06 15:11:26
-kLVfaJytOJY2-QdQoCcNQ,KlA5iqcX7fWeftUZzD3qwQ,4.0,2017-11-19 10:00:56
-kLVfaJytOJY2-QdQoCcNQ,LkskzKzo_S8YmG1dGn4hag,4.0,2020-01-27 20:31:14
-kLVfaJytOJY2-QdQoCcNQ,O1Cw2yzf4bCuKjbVTljqUQ,5.0,2021-01-17 00:05:52
-kLVfaJytOJY2-QdQoCcNQ,OR1jehTozILIG4FzoxJcUw,5.0,2019-03-21 12:15:49
-kLVfaJytOJY2-QdQoCcNQ,Oo2QSeBVkx8HJQm8SIL1Fg,4.0,2019-07-09 15:29:33
-kLVfaJytOJY2-QdQoCcNQ,Ps7Q7BOKzJO4nDTUhbk43Q,5.0,2019-07-15 21:03:57
-kLVfaJytOJY2-QdQoCcNQ,QGUj9Za0iG_OJz0CqujE_Q,5.0,2018-01-11 13:45:19
-kLVfaJytOJY2-QdQoCcNQ,QN38TkkGzF5vB1urbvi5nQ,5.0,2019-05-16 14:03:56
-kLVfaJytOJY2-QdQoCcNQ,RRCgIohWjaeGtlbpcYJBbw,5.0,2018-02-08 13:46:05
-kLVfaJytOJY2-QdQoCcNQ,SKKiHIOPKD3wdf0heTBfZw,5.0,2019-12-10 20:25:00
-kLVfaJytOJY2-QdQoCcNQ,SxbqEgEwrGmtgvQAgM6kIg,5.0,2018-10-02 14:24:47
-kLVfaJytOJY2-QdQoCcNQ,T6c7iPO8Y4t_GQiyevZbiQ,3.0,2019-11-04 18:21:33
-kLVfaJytOJY2-QdQoCcNQ,TjBvLFDUj2Hz6bkELIJbng,3.0,2018-12-07 19:54:50
-kLVfaJytOJY2-QdQoCcNQ,UfWjaifeYmyldKxlEYI9cg,5.0,2019-06-28 12:13:24
-kLVfaJytOJY2-QdQoCcNQ,W57360g1e7xMGerm7wPW0Q,5.0,2019-03-07 21:39:52
-kLVfaJytOJY2-QdQoCcNQ,WB-eQAgw88fbr15eY761CA,5.0,2018-06-14 17:59:27
-kLVfaJytOJY2-QdQoCcNQ,WO5nr-4sjVs506BdCLL0aA,4.0,2019-04-12 15:58:51
-kLVfaJytOJY2-QdQoCcNQ,a6J0Jq1GJ6Shk-L10Bp6Cw,4.0,2017-07-31 01:25:35
-kLVfaJytOJY2-QdQoCcNQ,aQFQIlyHasaTz5DtjV57nQ,5.0,2019-07-01 17:20:39
-kLVfaJytOJY2-QdQoCcNQ,f4PA-f1tcN1bIpZJLdFsQQ,4.0,2018-05-18 12:56:43
-kLVfaJytOJY2-QdQoCcNQ,fCDMLD21ypv1XZ_EyafCkQ,4.0,2017-09-21 12:47:46
-kLVfaJytOJY2-QdQoCcNQ,fgboXnRdTBPfiBMzpuQu1A,5.0,2017-12-11 18:01:05
-kLVfaJytOJY2-QdQoCcNQ,gytqFU8j-b6dpNcLEwMDYQ,5.0,2021-04-07 21:23:34
-kLVfaJytOJY2-QdQoCcNQ,hV0rmTB2S2fYzjQKlHtKuw,4.0,2018-10-22 12:57:49
-kLVfaJytOJY2-QdQoCcNQ,kCV9CwW28Uz1ln4IXGhGwg,5.0,2019-10-08 14:59:58
-kLVfaJytOJY2-QdQoCcNQ,kKPJLiHIr9Gd9sYs3GhxDQ,5.0,2017-06-16 13:03:07
-kLVfaJytOJY2-QdQoCcNQ,lRPOodYgeRScvDDDO8_Qjg,5.0,2018-10-05 15:39:03
-kLVfaJytOJY2-QdQoCcNQ,mIxVPAdKyICXbllwtzWzow,5.0,2021-07-18 17:34:19
-kLVfaJytOJY2-QdQoCcNQ,n5i09tgSuzv9ZeIN9Qe5oQ,4.0,2017-01-04 22:17:42
-kLVfaJytOJY2-QdQoCcNQ,oMTXtSJzEiHudUY3T68sPg,4.0,2019-12-05 14:57:40
-kLVfaJytOJY2-QdQoCcNQ,otJAPyE7thHcLuFCM8Wtvw,5.0,2018-05-31 13:12:28
-kLVfaJytOJY2-QdQoCcNQ,ovLgaPIMrx7PDZPrEpTMvg,5.0,2019-05-10 15:03:24
-kLVfaJytOJY2-QdQoCcNQ,p3-FsWgkrRlT18Mw5Z1tHg,5.0,2017-06-20 12:22:32
-kLVfaJytOJY2-QdQoCcNQ,qHJbcBFjNM2Pf-cmWw7OqQ,4.0,2018-04-04 19:49:07
-kLVfaJytOJY2-QdQoCcNQ,q_PFmdGcKx2H7z2ze8H26w,4.0,2019-03-13 12:27:21
-kLVfaJytOJY2-QdQoCcNQ,r4bi-XadaNC4CTs_QbPpyA,4.0,2019-12-18 12:44:26
-kLVfaJytOJY2-QdQoCcNQ,rKx-J2H54p2eZIdn8JvJuA,4.0,2019-10-15 11:53:32
-kLVfaJytOJY2-QdQoCcNQ,rzLJskZrSPj6hJHOPmJ0TA,3.0,2019-04-16 16:12:40
-kLVfaJytOJY2-QdQoCcNQ,syZwSaIJ-Hh6mQAu9JRVnQ,3.0,2020-03-04 14:18:40
-kLVfaJytOJY2-QdQoCcNQ,tkY5BJVXxUmP4jsKavkf2g,4.0,2020-11-05 22:20:06
-kLVfaJytOJY2-QdQoCcNQ,tmB7B9n_9ZW-I7-ONaAG9A,4.0,2018-04-10 13:28:05
-kLVfaJytOJY2-QdQoCcNQ,vXQLdqB-stL2JTP5AsPVaA,5.0,2019-01-11 16:38:58
-kLVfaJytOJY2-QdQoCcNQ,x8-sTKZG59RUhgGj_kcyVg,4.0,2018-12-06 16:57:07
-kLVfaJytOJY2-QdQoCcNQ,xh7mQ46QUMswpugKJFmppQ,5.0,2021-05-06 20:54:43
-kLVfaJytOJY2-QdQoCcNQ,zFcE7bQ2oDfwpPgl_PxOTA,4.0,2021-06-12 01:20:50
-kLVfaJytOJY2-QdQoCcNQ,zjqh_qoBS1BWVSbC51BNjw,4.0,2017-09-20 12:24:18
-kr_HD5Urr5ZXkF3ngkr-g,RQAF6a0akMiot5lZZnMNNw,5.0,2020-03-04 15:41:38
-lGwMGHMC_XihFJNKCJNRg,65wbUrdLo5IdslsnAmWmJA,5.0,2018-09-28 15:10:23
-lGwMGHMC_XihFJNKCJNRg,GST3wg-wej15vHeCvaXE6w,5.0,2018-09-25 15:36:05
-lGwMGHMC_XihFJNKCJNRg,V7dXBEowSa53mOVaDtnj_A,2.0,2018-09-25 15:22:45
-lo0OqppDkzH8PglfYjymw,tV46IhCfHbsx_af-pMupiw,1.0,2014-04-17 14:50:02
-mm2-9291QyM1zpbnJRfsA,cBp1fn2LXpSHe4VbTXLYEw,4.0,2020-02-23 19:11:05
-ns4OcYy2LLIfSGBZQDZAw,jChBkBfOg2dsMV1atEaxgw,5.0,2018-07-22 23:16:02
-ns4OcYy2LLIfSGBZQDZAw,krWsMdrE_uglWwOF5BcJcQ,5.0,2018-08-03 18:26:43
-ns4OcYy2LLIfSGBZQDZAw,vVfy055EfLMdd0yJYHxiMQ,5.0,2018-08-05 20:46:13
-oI5PHKVRsWJzbBXJjIkEw,EwYzIWSC-w81qZwUwVDoIQ,5.0,2019-01-28 01:10:23
-oI5PHKVRsWJzbBXJjIkEw,I4GAOtrRYbinmI3zEwqxVQ,4.0,2019-12-03 19:27:00
-p1JEqQ4iH05yKNMjuiqvQ,Oh3Q3QfhMl2DArFiLUrT9Q,1.0,2013-01-05 15:34:34
-qMPPIyUxYMa0UZezcyn3A,nnZ1l_f443CHSP1udiRUew,4.0,2011-12-10 00:56:14
-rBPL3ntdbLnTw3uwZLfQw,BrrDVqLEjh28tXFJYclIFQ,1.0,2011-07-06 15:20:39
-rBPL3ntdbLnTw3uwZLfQw,celJoKvziNB7tgeih7NIbg,5.0,2013-06-03 15:55:30
-rGU3wo4fgEnGRboYdMTjw,Y4Ur3avr_tGMyQaDHMUdhw,4.0,2014-12-12 16:26:55
-sa7xyGx09l8ESrpWlHC0g,EsV50Yt0y2y5PDYfTzmGCA,5.0,2017-07-29 16:53:11
-sac-sCaPLUR8llnx7HEUg,J8S7cPPlTgsQnXKVfTyN8g,1.0,2014-09-09 11:36:37
-sg-8Z_pPd6bqLGrV31OFg,B-TzVynfb5vUoWWJGEWi-Q,1.0,2020-11-09 02:29:00
-sg-8Z_pPd6bqLGrV31OFg,MeQSPeGqXGa0HvweoRJzSw,4.0,2020-11-19 23:48:04
-soQ5IY73WpWvnv-98efLw,o6S4BEydpftLqzCLZk8dqw,4.0,2016-12-30 12:10:09
-szffXRDPunwOj4oJsLP8w,dGUyXgFW1WSYMgRypKaYew,5.0,2014-08-16 15:38:02
-t16WTKzFVzbC3sJ2EW3Uw,b36EeutJRvowZMr9TpQm0w,5.0,2020-07-24 04:43:24
-t9fNao9prbGC3oEpjt4aA,HoKH4Rk7wHfVT-60aYIYwA,1.0,2015-05-19 16:46:41
-uGMDCVbBk1gH4miepwNIA,ZPFdJgzPjEUM6BoFfoV-ZA,3.0,2016-07-11 03:42:32
-vOrUeANnlPrhd5yMV5COA,m8O_40RlYTs1rk_AOnLjFA,5.0,2014-02-21 15:16:39
-vPtYuV_dMPb0Bbzg9ECVw,-hVMfjPPEsSnga_gnYJx2w,4.0,2016-12-10 22:33:46
-vPtYuV_dMPb0Bbzg9ECVw,4_OXOjAUA9Q8L6VdZz692w,4.0,2015-07-10 01:48:03
-vPtYuV_dMPb0Bbzg9ECVw,DRFYfzBf-WzQUjN0eUo1HA,4.0,2017-05-07 07:36:37
-vPtYuV_dMPb0Bbzg9ECVw,hgPKpBdUOx2hVyGrzY70yQ,3.0,2017-06-13 22:18:10
-vPtYuV_dMPb0Bbzg9ECVw,qBWOIod1dYHSitfWfWMlbA,5.0,2015-11-22 18:53:51
-vPtYuV_dMPb0Bbzg9ECVw,y7pKM3eFDZ9eRchC6SNMsA,5.0,2015-06-14 07:02:44
-wpVvizeougpdYxPgklDRA,Oh3Q3QfhMl2DArFiLUrT9Q,1.0,2009-01-06 19:26:36
-x1516ZG5GllZiBjDQlRkA,3gVSrS4kffGGZT8oXHsIcw,5.0,2009-08-19 03:30:55
-x1516ZG5GllZiBjDQlRkA,R17gwW6zn9ilslbdvKdgsg,5.0,2013-04-07 01:39:18
-x1516ZG5GllZiBjDQlRkA,RQAF6a0akMiot5lZZnMNNw,5.0,2012-08-31 18:15:00
-x1516ZG5GllZiBjDQlRkA,SHYPQbYqbfK4CwTDjtBH7Q,5.0,2012-02-21 06:40:38
-x1516ZG5GllZiBjDQlRkA,Y2Pfil51rNvTd_lFHwzb_g,5.0,2016-12-30 05:43:44
-x1516ZG5GllZiBjDQlRkA,sTPueJEwcRDj7ZJmG7okYA,3.0,2011-04-22 21:22:24
-y4O_E79Z6QwEI1p4OU_0w,Qf4e6amvsjdKgz-b02gvUg,1.0,2015-08-15 23:29:15
-yqCTPAK9e9lxM90NQAlHQ,c-IgS6Pk6vMyax7Rbr38eA,5.0,2021-09-04 23:18:58
-yw_7u1YuE2W3GQfgXK8eQ,o4IiNbNybcy-L4vzTSoDJw,5.0,2020-02-17 22:26:08
-zG47SEyhX_R0xHtOVqnnA,WN4vWgb7tmm-N7rdjFwJVw,4.0,2017-09-30 12:43:37
-zS6gscDrNefSAo_vgvXhQ,SZDWdgb6tgskSlFolkzEdw,1.0,2014-08-09 05:18:57
0-9YVzOkL51P7rtlaLBp9g,4wq9bzoCe3Mh0cPbYH1eDg,5.0,2018-11-19 16:12:55
0-hb63A9uWjR1YIyVMu6rg,ReVpjIDupK_VMPn7ZxPvOQ,4.0,2014-09-02 00:51:22
0-hb63A9uWjR1YIyVMu6rg,ggNLqZxILZgGabRT_NPS_A,5.0,2019-06-23 23:17:27
0-hb63A9uWjR1YIyVMu6rg,sjueAFshWHWkKn5a1AymuQ,4.0,2016-01-26 20:06:36
0-rEsSSEvV9eEBGCt1Fl4w,Eqfks4GEn5dsI4ZGiPrCVQ,1.0,2014-08-19 02:04:57
005GchcM1HWBH3SFKrIxBA,-psZLTe6IJTQUB-bZF7Zyg,4.0,2014-03-29 17:03:25
005GchcM1HWBH3SFKrIxBA,EmJF-xSIOaEEOWcK8UOBqg,5.0,2017-04-25 01:08:31
005GchcM1HWBH3SFKrIxBA,W3vh-SwbjqvTWczrDOsKgA,4.0,2013-03-09 16:10:02
00Qa_og-BQOKiQ1Gse0LDA,fSx8zLSP_LBtIm_mfQRbTQ,4.0,2008-05-27 01:39:58
01AE8ppCbqQ6-k-pqhruPA,pWuoHHu0LuVrD0HjadDygg,1.0,2018-05-08 01:23:29
01IhGl0XmthVaN1n0yVpfQ,-Dg2pJigtydnPUUW5XBamQ,5.0,2014-09-12 16:30:05
01IhGl0XmthVaN1n0yVpfQ,GuHvOgWX4LaVYhSjyuGvyA,5.0,2016-02-01 19:09:52
01IhGl0XmthVaN1n0yVpfQ,cQIh4YJlVtZI9TLF5_smOg,4.0,2014-07-15 14:54:36
01IhGl0XmthVaN1n0yVpfQ,hCepXKyaJ4dQb2WX3KcUpA,5.0,2013-03-12 16:42:25
01IhGl0XmthVaN1n0yVpfQ,n5ckluP3guLVOMBwVS7tXA,5.0,2018-03-10 14:33:21
01IhGl0XmthVaN1n0yVpfQ,q2rR-v9ZStix89t7ihyuqg,5.0,2015-03-12 15:17:20
01IhGl0XmthVaN1n0yVpfQ,u4M4SxqehnyMI5vs9HaW7Q,4.0,2014-04-30 16:06:36
01IhGl0XmthVaN1n0yVpfQ,zM73Lntxy3Qgpm_jWmmTzw,5.0,2013-05-06 16:45:46
01hffAZz_g1sceUoAQ9U1g,Q6UGtl17sUJVk9i5ey3ioA,1.0,2015-08-21 01:37:09
01jTmNPL9OM_2tvUrIbg1Q,iay91CweEOzRIW6wjcOjuA,5.0,2018-03-24 01:00:24
033vQdWDVUgBR4gzTUuSvA,amqruwbDGCcyu55p2pTjMA,1.0,2017-06-08 02:28:42
03TKD0ESJVDIIeBoinGDXQ,XgehM3pBZWuXi45J2dqRJQ,2.0,2017-12-27 20:02:36
03ywGcD8aQraY8zInfqknQ,zvcyW3ZtPYWziX7k9tCFBg,5.0,2016-10-04 02:01:07
06LdtHvxpe_u-JlR_uAP8A,F_p-pLonAAzzOSnTLdJMtw,5.0,2018-04-01 15:40:58
06LdtHvxpe_u-JlR_uAP8A,oziGQYLaEWOpNmPKrZP86g,5.0,2018-03-25 14:09:22
07XFQb4jG8sNESQ1uCWykQ,vWjME92WddneF98IqzaNfQ,2.0,2013-07-27 02:45:04
07aVWNhBhpwqW3MdqoKDKQ,GmXC3CBu172Bkb0c6RnO7w,4.0,2014-04-08 15:32:07
07zgPowZ9npflBPiBf7otg,gK9CdFaCXmHoW8aLfXiSqg,5.0,2019-01-23 03:18:01
08_HyvY9dnDtW47QwosmzA,dGUyXgFW1WSYMgRypKaYew,5.0,2014-02-10 21:33:43
09h1XNAyxVkG_R5ZKZqf1g,8MzF1Tlgz0pOkxmhP5dYzA,1.0,2017-12-13 02:21:04
0Bu7_bXX4dCssG0-OWd_jQ,YSL06t6e2iKo4ZHZnCZIxw,3.0,2018-03-11 03:47:32
0C65lVj_ujVYDs7b2yYBAA,HCN3XWVqv04fws8vkC4H7w,5.0,2012-02-09 15:27:33
0C65lVj_ujVYDs7b2yYBAA,Oun4NN-u5yiHIxDqtJnxgA,5.0,2012-01-24 15:25:58
0C65lVj_ujVYDs7b2yYBAA,Qw7tz-UkPrpXaVidWuab4Q,5.0,2012-02-07 15:43:08
0C65lVj_ujVYDs7b2yYBAA,ws7z5fLdaVgwxZ9ex3cKxw,5.0,2012-02-08 15:18:47
0CKo5RHHoN6AI7vSMnKV_g,9u79dIXLQzmt9rnOZEnBaQ,4.0,2018-10-09 13:55:29
0CKo5RHHoN6AI7vSMnKV_g,w8AxfAjNq7wU5jHmpLSpNg,5.0,2018-10-04 13:58:29
0CL7ncIULe96NbkFCMi6cQ,dIpTuL2T1L98GQGU17IeSw,5.0,2010-10-24 02:34:19
0DK-fg2ZBnpkMKnU9SgPMQ,BWh8oUADBbFTefhBZg5trw,4.0,2016-06-06 19:26:38
0DK-fg2ZBnpkMKnU9SgPMQ,EpREWeEpmR8f1qLHzzF0AA,4.0,2016-12-27 19:50:23
0DK-fg2ZBnpkMKnU9SgPMQ,L4mb344-MC_M4rX8weA3WA,5.0,2016-06-02 15:54:32
0EZ2Gh2ZHijQH9v7iHzxYw,o6S4BEydpftLqzCLZk8dqw,5.0,2016-10-10 13:09:10
0EzVaafewdhxnn0i2WR5lA,zWfzgYe2nT9mHYm_vl1Ukw,5.0,2018-03-12 01:18:48
0FDxFFTJ6K-j1slywkNPeA,dGUyXgFW1WSYMgRypKaYew,4.0,2014-04-01 14:54:03
0FMte0z-repSVWSJ_BaQTg,eIKjxqdMduIeIqzPg7yc-Q,3.0,2016-03-09 07:44:56
0FyfxrAMHm7AlrAkAXZQ9Q,_EqGhRXzlUaTpu5eToC8MA,2.0,2013-02-01 17:13:58
0G-QF457q_0Z_jKqh6xWiA,-VlBFlHwX-Pt6Xyzs9roGw,4.0,2020-03-24 16:49:08
0G-QF457q_0Z_jKqh6xWiA,06NHXjVHiGKNpZ2XeajVkA,5.0,2012-08-09 21:51:37
0G-QF457q_0Z_jKqh6xWiA,0JlxuzzDo1Sv89S9ApI9Ng,4.0,2012-07-12 16:53:55
0G-QF457q_0Z_jKqh6xWiA,0M1l6p96IffjQi9EZsdVhw,4.0,2020-03-05 15:04:39
0G-QF457q_0Z_jKqh6xWiA,1Mmo93UBNsaVW7OnpWDuQg,5.0,2020-03-17 14:59:09
0G-QF457q_0Z_jKqh6xWiA,1ddqdY_piKp-abaZ-bGRSA,5.0,2013-01-14 18:55:34
0G-QF457q_0Z_jKqh6xWiA,2R3VHZy6yys7iS8SuSMbbQ,3.0,2013-07-18 19:49:57
0G-QF457q_0Z_jKqh6xWiA,2VFytje8_davOPXcHFx_ow,2.0,2016-08-06 18:16:04
0G-QF457q_0Z_jKqh6xWiA,4WdDY97x4GdMYtyk1KQMnw,5.0,2014-01-30 16:32:02
0G-QF457q_0Z_jKqh6xWiA,5CbJgHWgvjyDRw9Sl4BXhg,4.0,2013-01-28 18:09:28
0G-QF457q_0Z_jKqh6xWiA,6ixTweh-QM88GDrHTjegGA,3.0,2017-07-03 16:20:55
0G-QF457q_0Z_jKqh6xWiA,6jKFWxE2fJIhfwbYgwqcfg,5.0,2012-09-17 16:56:40
0G-QF457q_0Z_jKqh6xWiA,79OES-kMb3VGsdy0nG6G2g,5.0,2012-01-14 16:33:49
0G-QF457q_0Z_jKqh6xWiA,7D5-a53BLau19RpMu-L3zg,5.0,2017-10-18 15:27:13
0G-QF457q_0Z_jKqh6xWiA,8jXmNMrGJ2acUG1R-D5e6w,4.0,2015-11-05 18:17:59
0G-QF457q_0Z_jKqh6xWiA,8lkst0bYgdXr8CRQv6NloA,5.0,2013-02-10 23:39:48
0G-QF457q_0Z_jKqh6xWiA,9cybDNxJ7cyNVkmwm-ktcg,4.0,2013-02-27 21:25:05
0G-QF457q_0Z_jKqh6xWiA,9kv9JpLhzkN3UeWZDrsmEA,5.0,2013-05-15 20:45:21
0G-QF457q_0Z_jKqh6xWiA,CMh5bkpgksnDq9itn-FlHw,4.0,2012-01-27 18:34:12
0G-QF457q_0Z_jKqh6xWiA,EBonJ5tjkxBEUezwosVlLg,5.0,2017-11-27 15:46:57
0G-QF457q_0Z_jKqh6xWiA,EC20rN7JtmAPIxcw3MTzcQ,3.0,2012-09-22 18:28:47
0G-QF457q_0Z_jKqh6xWiA,EagkHaaC-kUozD3MPzbRIw,2.0,2013-05-07 01:18:35
0G-QF457q_0Z_jKqh6xWiA,G4kmb7lGpbER5Jd2Al2TLw,5.0,2013-02-01 20:31:46
0G-QF457q_0Z_jKqh6xWiA,GM6j5hDNqra0pVfTcpTMMw,4.0,2016-11-08 15:46:54
0G-QF457q_0Z_jKqh6xWiA,HEf0QXnhxrcIWxRfAbQ2iA,5.0,2020-03-23 15:28:37
0G-QF457q_0Z_jKqh6xWiA,IGrnxa9v6C1mTwWMjt3_9w,5.0,2012-08-21 01:25:20
0G-QF457q_0Z_jKqh6xWiA,JsRBXqGj0qeMv77sNXha2Q,4.0,2013-12-06 19:05:17
0G-QF457q_0Z_jKqh6xWiA,Jy1ivHnSRtNNA6snZSAKBw,4.0,2014-12-10 16:45:19
0G-QF457q_0Z_jKqh6xWiA,KLCb0nSVjH5er1Ui6bZWdA,3.0,2012-06-02 16:04:54
0G-QF457q_0Z_jKqh6xWiA,L_P-FSan8ln6Kiybel7Yrw,4.0,2012-02-11 17:44:09
0G-QF457q_0Z_jKqh6xWiA,Nhci37qY0HPCNWc5UQul9w,3.0,2012-09-21 15:30:38
0G-QF457q_0Z_jKqh6xWiA,QD48BhLk7lDTgOL_NiVCCw,3.0,2011-12-30 17:51:23
0G-QF457q_0Z_jKqh6xWiA,RQpOPNHJReRnrsCD-2qEoA,4.0,2018-02-05 16:33:18
0G-QF457q_0Z_jKqh6xWiA,Ro1I-E9gwe3t67_jz2cMkA,2.0,2012-05-26 16:12:47
0G-QF457q_0Z_jKqh6xWiA,SbuLL-8eSaUs-huaYR5_IQ,3.0,2012-01-30 19:57:10
0G-QF457q_0Z_jKqh6xWiA,SyKHFYhRzW1hlwDga5EWWw,5.0,2013-02-25 17:33:53
0G-QF457q_0Z_jKqh6xWiA,UpoQYI2d03qy8R82VCRnQg,4.0,2012-01-12 15:18:54
0G-QF457q_0Z_jKqh6xWiA,V1XS9HMe9bzEuW4RZFycBA,5.0,2021-05-17 14:42:58
0G-QF457q_0Z_jKqh6xWiA,Vnob_w_Aohf7ZDqxcJ9z2A,5.0,2016-06-15 15:00:48
0G-QF457q_0Z_jKqh6xWiA,W3vh-SwbjqvTWczrDOsKgA,5.0,2013-07-26 17:41:36
0G-QF457q_0Z_jKqh6xWiA,WOdqMURCc0CHXUllPZwpqQ,4.0,2013-08-22 16:57:56
0G-QF457q_0Z_jKqh6xWiA,WzEzUDTWr4UQSQykujMwyg,5.0,2014-11-21 17:04:48
0G-QF457q_0Z_jKqh6xWiA,XNllgtbX8Er5sixIrJMEoQ,3.0,2012-07-31 20:07:40
0G-QF457q_0Z_jKqh6xWiA,Z4PF4EtM12L7nwOHZHFJNA,2.0,2014-05-13 13:34:59
0G-QF457q_0Z_jKqh6xWiA,Zi-F-YvyVOK0k5QD7lrLOg,3.0,2022-01-08 00:58:40
0G-QF457q_0Z_jKqh6xWiA,_h94BxrrFKPvzUIRx3Xkhg,4.0,2013-05-02 16:39:20
0G-QF457q_0Z_jKqh6xWiA,aPs-Pf4_CLWcFQcMnbfcUw,3.0,2014-07-16 20:56:27
0G-QF457q_0Z_jKqh6xWiA,al3Ri6TEqa2rBzjHsn0T_g,4.0,2011-12-20 15:02:01
0G-QF457q_0Z_jKqh6xWiA,bMpKXcKFetJQsa42UR25cQ,3.0,2013-03-15 17:59:42
0G-QF457q_0Z_jKqh6xWiA,cnpwVLlQbalDWPWquUvWgg,5.0,2011-12-10 03:41:20
0G-QF457q_0Z_jKqh6xWiA,cpsdgiE7hmOw8UtymGTkCQ,4.0,2014-02-06 16:13:22
0G-QF457q_0Z_jKqh6xWiA,e-fXMT8R3j7BKMTh8xn8aw,5.0,2020-03-30 15:53:49
0G-QF457q_0Z_jKqh6xWiA,eCikDKFbaeYVNdCD2beX0Q,4.0,2020-01-29 19:37:11
0G-QF457q_0Z_jKqh6xWiA,eT1nr9nFklcUg8hefYcQJA,4.0,2012-05-11 17:27:24
0G-QF457q_0Z_jKqh6xWiA,g-IXI3v3fOudMsyLPKb-eQ,4.0,2013-02-18 19:54:27
0G-QF457q_0Z_jKqh6xWiA,h8h1QvEQruTkBI50NlWsyA,4.0,2016-12-20 19:10:13
0G-QF457q_0Z_jKqh6xWiA,iJiNZw2TEwB579dr6LyVZQ,3.0,2012-01-08 04:06:07
0G-QF457q_0Z_jKqh6xWiA,j4kYliTkKf7k-oDqVgyXYA,4.0,2013-04-13 19:27:29
0G-QF457q_0Z_jKqh6xWiA,j8JOZvfeHEfUWq3gEz6ABQ,5.0,2013-05-16 17:01:48
0G-QF457q_0Z_jKqh6xWiA,jLerIZFpe25jOUf722qzBA,4.0,2012-04-23 14:43:50
0G-QF457q_0Z_jKqh6xWiA,jMZ56S8Y1t7cA1Ob-d-qeA,4.0,2013-01-24 19:10:00
0G-QF457q_0Z_jKqh6xWiA,joCDK7kg-03uo4rZK5X0_A,4.0,2016-04-18 14:30:21
0G-QF457q_0Z_jKqh6xWiA,joxy9N8aJv3_6h0aaYuTzA,4.0,2012-11-09 23:36:06
0G-QF457q_0Z_jKqh6xWiA,jrGaVL6KIwYpwivse_eKXw,4.0,2013-02-19 19:21:26
0G-QF457q_0Z_jKqh6xWiA,lSwPJt2ZPX03tEpfXE1BFw,4.0,2012-04-28 21:51:21
0G-QF457q_0Z_jKqh6xWiA,ltBBYdNzkeKdCNPDAsxwAA,3.0,2012-09-14 20:15:35
